#
# Joint Pamir-Hindu Kush earthquake catalog for events deeper 50 km from Kufner et al., 2016
# obtained from the TIPAGE/FERGHANA/TIPTIMON networks 
# (Mechie et al., 2012/Feld et al., 2015/Schurr et al., 2012/13)
# between 2012-14 & 2008-10.
#
# Pamir events are mainly relocated from Sippl et al., 2013 (JGR)
# 
# See Kufner et. al. 2016 for details on location procedure 
# - "absError(km)" -- absolute location error (value refers to the radius of a sphere with the same volume as the error ellipsoide calculated in NonLinLoc)  
# - "AveragedRelativeError (km)" -- averaged relative location error from the double difference scheme. "-" if only single event location exists. 
# - the separation in "deepPamir" and "deepHinduKush" events is mainly due to the different dip angles of the seismic domains beneath Pamir and Hindu Kush
#   
# longitude(deg) latitude(deg) depth(km) local_magnitude absError(km) AveragedRelativeError(km) area(deepPamir/deepHinduKush)
71.546 36.868 118.37 4.5 3.0 1.9 deepPamir
69.708 36.108 118.38 3.6 3.0 1.9 deepHinduKush
70.421 36.385 118.39 2.8 6.0 - deepHinduKush
72.184 37.748 118.40 2.7 3.3 1.9 deepPamir
71.318 36.527 118.43 3.0 4.1 1.9 deepHinduKush
71.048 36.451 118.50 3.2 3.1 1.9 deepHinduKush
72.469 37.955 118.53 3.2 2.1 1.9 deepPamir
72.527 38.004 118.53 3.8 2.1 1.9 deepPamir
71.675 37.263 118.55 3.3 3.1 1.9 deepPamir
71.812 37.469 118.55 2.4 4.6 1.9 deepPamir
71.603 36.590 118.59 2.8 5.4 - deepHinduKush
70.141 36.264 118.62 4.7 5.7 1.9 deepHinduKush
72.084 37.698 118.63 3.7 3.7 1.9 deepPamir
73.001 38.203 118.65 2.3 4.1 1.9 deepPamir
69.804 36.278 118.66 3.7 4.6 1.9 deepHinduKush
70.821 36.429 118.67 2.9 5.9 1.9 deepHinduKush
71.831 37.460 118.69 4.0 3.2 1.9 deepPamir
73.301 38.281 118.69 2.1 8.0 1.9 deepPamir
72.126 37.666 118.76 3.0 4.7 1.9 deepPamir
70.900 36.315 118.78 2.8 6.2 1.9 deepHinduKush
70.720 36.321 118.79 2.8 3.4 1.9 deepHinduKush
70.680 36.313 118.80 2.7 3.4 1.9 deepHinduKush
71.690 37.254 118.86 2.4 3.1 1.9 deepPamir
71.759 37.321 118.91 2.6 4.5 1.9 deepPamir
72.169 37.729 118.94 3.3 3.1 1.9 deepPamir
71.944 37.173 118.97 3.4 3.2 1.9 deepPamir
71.273 36.609 118.99 4.3 4.1 1.9 deepHinduKush
70.576 36.249 119.01 3.0 6.2 1.9 deepHinduKush
73.825 38.416 119.02 2.8 4.4 - deepPamir
71.658 37.206 119.04 3.8 3.1 1.9 deepPamir
70.963 36.334 119.08 3.2 4.2 1.9 deepHinduKush
71.855 37.364 119.10 3.1 2.6 1.9 deepPamir
72.006 37.657 119.11 3.0 4.4 1.9 deepPamir
72.107 37.688 119.12 2.4 6.4 1.9 deepPamir
70.866 36.424 119.19 2.7 4.1 1.9 deepHinduKush
72.225 37.751 119.21 2.5 8.0 1.9 deepPamir
70.866 36.328 119.24 3.6 3.2 1.9 deepHinduKush
68.997 36.204 119.28 3.2 3.8 1.9 deepHinduKush
72.526 37.870 119.33 2.6 2.9 1.9 deepPamir
71.766 37.266 119.36 3.0 3.3 1.9 deepPamir
72.161 37.693 119.37 3.0 2.4 1.9 deepPamir
70.741 36.351 119.41 2.3 6.0 1.9 deepHinduKush
70.882 36.398 119.42 2.7 2.6 1.9 deepHinduKush
72.585 37.990 119.45 2.5 3.7 1.9 deepPamir
71.763 37.375 119.46 2.8 2.8 1.9 deepPamir
71.888 37.355 119.47 3.7 3.9 1.9 deepPamir
68.996 36.177 119.50 2.8 5.8 1.9 deepHinduKush
71.781 37.369 119.56 3.0 3.2 1.9 deepPamir
71.675 37.216 119.57 3.8 4.6 1.9 deepPamir
69.857 36.315 119.62 2.5 6.9 1.9 deepHinduKush
70.971 36.449 119.64 2.7 4.3 1.9 deepHinduKush
71.055 36.488 119.64 2.9 3.0 1.9 deepHinduKush
71.880 37.164 119.67 2.6 6.7 - deepPamir
70.900 36.481 119.70 3.1 4.7 1.9 deepHinduKush
72.071 37.488 119.71 2.9 6.1 1.9 deepPamir
71.218 36.481 119.72 2.6 3.6 1.9 deepHinduKush
71.174 36.388 119.85 2.8 7.3 1.9 deepHinduKush
73.926 38.411 119.90 2.7 3.4 1.9 deepPamir
75.482 38.425 119.90 2.6 10.5 - deepPamir
72.747 37.923 119.92 2.6 3.0 1.9 deepPamir
71.635 36.985 119.93 3.5 2.6 1.9 deepPamir
71.848 37.361 119.93 3.0 3.2 1.9 deepPamir
71.922 37.460 119.94 2.8 3.0 1.9 deepPamir
74.337 38.393 119.94 2.9 2.9 - deepPamir
69.477 36.239 119.95 3.8 2.8 1.9 deepHinduKush
71.663 37.213 119.95 3.2 3.9 1.9 deepPamir
71.737 37.330 119.95 3.0 2.6 1.9 deepPamir
73.176 38.246 119.97 1.7 6.1 1.9 deepPamir
70.222 36.281 119.99 3.6 3.4 1.9 deepHinduKush
71.678 37.185 119.99 3.4 4.4 1.9 deepPamir
72.640 37.956 120.04 2.4 4.3 1.9 deepPamir
71.043 36.247 120.05 3.0 6.4 1.9 deepHinduKush
71.777 37.309 120.06 2.9 3.8 1.9 deepPamir
69.877 36.296 120.07 3.6 3.3 1.9 deepHinduKush
71.904 37.510 120.07 4.7 2.8 1.9 deepPamir
70.576 36.322 120.08 2.3 6.6 1.9 deepHinduKush
71.100 36.281 120.09 2.9 4.5 1.9 deepHinduKush
71.725 37.294 120.09 3.9 3.2 1.9 deepPamir
69.308 35.742 120.11 3.3 15.1 - deepHinduKush
71.290 36.475 120.14 3.0 5.0 1.9 deepHinduKush
72.161 37.673 120.14 2.5 3.7 1.9 deepPamir
71.242 36.593 120.16 3.8 3.0 1.9 deepHinduKush
70.243 36.332 120.17 3.3 3.9 1.9 deepHinduKush
70.859 36.273 120.17 3.8 7.0 1.9 deepHinduKush
73.198 38.264 120.19 2.3 4.4 1.9 deepPamir
71.716 37.315 120.21 2.6 4.2 1.9 deepPamir
71.731 37.205 120.22 2.7 6.6 1.9 deepPamir
72.430 37.919 120.24 2.6 3.2 1.9 deepPamir
71.795 37.259 120.25 2.6 4.3 1.9 deepPamir
72.426 37.910 120.25 3.4 2.4 1.9 deepPamir
72.435 37.839 120.27 3.6 2.6 1.9 deepPamir
70.956 36.259 120.28 3.2 2.7 1.9 deepHinduKush
71.997 37.618 120.28 2.2 3.8 1.9 deepPamir
71.218 36.406 120.30 4.2 4.4 1.9 deepHinduKush
73.171 38.251 120.31 2.0 5.0 1.9 deepPamir
73.271 38.282 120.31 1.9 4.7 1.9 deepPamir
71.643 36.983 120.35 3.1 3.4 1.9 deepPamir
69.814 36.333 120.38 2.9 5.2 1.9 deepHinduKush
73.306 38.396 120.39 3.1 2.5 1.9 deepPamir
73.182 38.252 120.43 2.4 4.1 1.9 deepPamir
71.905 37.543 120.44 2.7 4.2 1.9 deepPamir
71.903 37.472 120.45 2.8 3.6 1.9 deepPamir
72.013 37.619 120.45 3.3 2.9 1.9 deepPamir
71.748 37.328 120.47 3.6 4.8 1.9 deepPamir
73.502 38.428 120.48 2.9 2.2 1.9 deepPamir
69.473 36.135 120.49 2.7 12.0 1.9 deepHinduKush
71.830 36.934 120.58 2.9 6.9 - deepPamir
72.235 37.761 120.58 3.3 3.9 1.9 deepPamir
71.979 37.313 120.61 2.6 3.8 1.9 deepPamir
69.441 36.271 120.62 2.8 4.8 1.9 deepHinduKush
71.203 36.445 120.62 3.6 2.9 1.9 deepHinduKush
71.693 37.256 120.62 4.0 3.2 1.9 deepPamir
69.396 36.236 120.63 2.5 9.8 1.9 deepHinduKush
70.991 36.436 120.66 2.8 5.0 1.9 deepHinduKush
71.416 36.287 120.68 2.4 3.8 1.9 deepHinduKush
70.996 36.483 120.69 2.8 4.3 1.9 deepHinduKush
71.262 36.635 120.69 3.4 4.5 1.9 deepHinduKush
72.272 37.738 120.69 2.3 5.8 1.9 deepPamir
74.124 38.431 120.70 2.3 3.8 1.9 deepPamir
70.236 36.314 120.80 2.8 3.2 1.9 deepHinduKush
71.182 36.546 120.83 3.9 2.8 1.9 deepHinduKush
72.250 37.741 120.90 2.8 4.9 1.9 deepPamir
73.057 38.236 120.92 3.3 2.3 1.9 deepPamir
71.722 37.259 120.94 2.8 5.4 1.9 deepPamir
70.985 36.401 120.95 3.7 3.6 1.9 deepHinduKush
72.660 38.094 120.97 3.0 7.0 - deepPamir
71.659 37.131 121.00 2.3 10.1 1.9 deepPamir
72.188 37.421 121.00 2.6 6.3 1.9 deepPamir
71.759 37.239 121.02 2.4 6.9 1.9 deepPamir
75.257 38.348 121.05 2.2 4.7 - deepPamir
71.724 37.121 121.06 3.2 6.4 1.9 deepPamir
71.939 37.482 121.07 2.3 5.2 1.9 deepPamir
70.770 36.337 121.10 4.1 2.7 1.9 deepHinduKush
70.945 36.414 121.11 2.1 7.4 1.9 deepHinduKush
72.014 37.618 121.12 3.0 2.2 1.9 deepPamir
70.952 36.393 121.17 3.6 5.3 1.9 deepHinduKush
72.364 37.868 121.17 3.5 2.1 1.9 deepPamir
71.044 36.377 121.18 3.1 3.7 1.9 deepHinduKush
71.347 36.513 121.20 4.3 4.7 1.9 deepHinduKush
71.695 37.222 121.21 2.5 4.4 1.9 deepPamir
73.178 38.259 121.24 2.2 3.4 1.9 deepPamir
71.828 37.171 121.27 2.9 4.2 1.9 deepPamir
71.082 36.396 121.28 2.6 3.7 1.9 deepHinduKush
72.592 37.976 121.30 2.9 3.1 1.9 deepPamir
71.727 37.284 121.31 2.4 3.6 1.9 deepPamir
70.992 36.327 121.32 2.5 4.2 1.9 deepHinduKush
69.422 36.223 121.33 3.1 3.4 1.9 deepHinduKush
71.732 37.289 121.34 3.0 2.8 1.9 deepPamir
71.802 37.306 121.34 3.5 2.4 1.9 deepPamir
71.962 37.577 121.37 2.7 4.7 1.9 deepPamir
73.179 38.252 121.39 2.3 3.6 1.9 deepPamir
69.422 36.147 121.40 3.7 3.4 1.9 deepHinduKush
71.265 36.507 121.42 3.5 5.5 1.9 deepHinduKush
71.684 37.241 121.43 3.4 2.8 1.9 deepPamir
71.154 36.527 121.44 3.5 3.4 1.9 deepHinduKush
69.553 35.913 121.46 3.3 11.3 - deepHinduKush
74.125 38.428 121.47 2.8 3.0 1.9 deepPamir
72.114 37.635 121.48 3.2 2.4 1.9 deepPamir
71.774 37.211 121.50 2.4 6.0 1.9 deepPamir
69.882 36.358 121.60 3.0 4.3 1.9 deepHinduKush
72.054 37.578 121.62 2.4 6.1 1.9 deepPamir
71.724 37.297 121.63 2.6 5.4 1.9 deepPamir
72.482 37.854 121.64 2.9 3.0 1.9 deepPamir
72.045 37.527 121.66 2.5 3.0 1.9 deepPamir
71.798 37.320 121.68 3.2 3.2 1.9 deepPamir
71.815 37.326 121.69 2.8 2.7 1.9 deepPamir
72.157 37.677 121.70 2.9 2.7 1.9 deepPamir
73.188 38.260 121.70 2.8 3.1 1.9 deepPamir
71.740 37.333 121.76 3.4 2.2 1.9 deepPamir
72.243 37.534 121.76 2.6 3.6 1.9 deepPamir
69.807 36.028 121.78 3.4 6.6 - deepHinduKush
72.013 37.602 121.85 3.5 2.7 1.9 deepPamir
71.948 37.521 121.86 5.3 3.3 1.9 deepPamir
73.091 38.236 121.86 2.5 3.4 1.9 deepPamir
71.713 37.232 121.87 2.7 3.3 1.9 deepPamir
71.750 37.293 121.87 2.7 2.6 1.9 deepPamir
72.209 37.729 121.87 4.2 2.2 1.9 deepPamir
73.177 38.274 121.88 2.4 3.5 1.9 deepPamir
72.072 37.621 121.91 2.5 3.1 1.9 deepPamir
68.980 36.256 121.93 2.7 6.1 1.9 deepHinduKush
74.408 38.372 121.96 2.3 4.2 1.9 deepPamir
71.771 37.223 121.98 2.8 4.4 1.9 deepPamir
71.020 36.223 122.04 2.3 7.3 1.9 deepHinduKush
69.745 36.085 122.07 2.6 12.8 - deepHinduKush
72.501 37.937 122.07 2.8 7.8 1.9 deepPamir
72.307 37.738 122.08 2.6 3.4 1.9 deepPamir
73.174 38.275 122.08 2.4 3.9 1.9 deepPamir
71.650 37.063 122.09 3.1 3.0 1.9 deepPamir
72.579 37.885 122.10 2.4 4.7 1.9 deepPamir
73.692 38.477 122.11 2.5 5.5 1.9 deepPamir
68.934 36.135 122.17 3.2 12.4 1.9 deepHinduKush
70.198 36.348 122.17 2.9 3.3 1.9 deepHinduKush
71.948 37.530 122.17 4.7 3.0 1.9 deepPamir
70.094 36.238 122.19 2.3 4.1 1.9 deepHinduKush
71.190 36.363 122.20 3.8 4.6 1.9 deepHinduKush
71.708 37.223 122.22 3.0 2.6 1.9 deepPamir
70.717 36.328 122.23 3.8 3.6 1.9 deepHinduKush
73.380 38.379 122.26 4.2 2.0 1.9 deepPamir
72.083 37.652 122.29 2.4 5.1 1.9 deepPamir
70.170 36.437 122.35 2.6 6.0 - deepHinduKush
72.094 37.462 122.35 2.5 5.1 - deepPamir
71.293 36.715 122.36 3.0 2.8 - deepHinduKush
71.667 37.073 122.37 2.9 3.5 1.9 deepPamir
71.211 36.454 122.39 3.3 3.6 1.9 deepHinduKush
72.127 37.650 122.39 2.9 5.5 1.9 deepPamir
71.722 37.222 122.41 3.1 6.8 1.9 deepPamir
75.711 38.210 122.46 2.7 5.4 1.9 deepPamir
71.169 36.410 122.56 3.4 8.2 1.9 deepHinduKush
71.794 37.305 122.56 2.3 4.4 1.9 deepPamir
71.839 37.323 122.56 3.0 3.3 1.9 deepPamir
71.733 37.248 122.58 3.1 2.8 1.9 deepPamir
73.758 38.396 122.58 2.8 3.2 1.9 deepPamir
73.795 38.371 122.59 2.8 3.1 1.9 deepPamir
71.763 37.180 122.62 3.2 3.4 1.9 deepPamir
72.158 37.695 122.64 3.4 5.3 1.9 deepPamir
71.674 36.963 122.65 3.0 3.7 1.9 deepPamir
71.745 37.330 122.70 2.4 4.0 1.9 deepPamir
69.698 36.428 122.72 2.6 7.3 - deepHinduKush
71.199 36.362 122.72 3.4 3.2 1.9 deepHinduKush
71.829 37.311 122.72 2.9 4.0 1.9 deepPamir
71.746 37.077 122.75 3.0 3.5 1.9 deepPamir
73.184 38.258 122.76 2.5 4.0 1.9 deepPamir
71.325 36.524 122.78 3.3 4.0 1.9 deepHinduKush
71.799 37.311 122.79 3.3 3.1 1.9 deepPamir
73.187 38.260 122.79 2.1 3.7 1.9 deepPamir
72.833 38.022 122.88 2.9 3.5 - deepPamir
70.724 36.397 122.89 3.1 9.4 1.9 deepHinduKush
73.666 38.383 122.93 2.0 4.9 1.9 deepPamir
72.116 37.669 122.94 4.0 3.4 1.9 deepPamir
73.350 38.401 122.95 3.1 2.7 1.9 deepPamir
70.926 35.930 122.98 3.5 11.9 - deepHinduKush
71.200 36.505 122.98 3.8 3.5 1.9 deepHinduKush
71.414 36.593 122.98 3.6 5.0 1.9 deepHinduKush
70.097 36.346 123.00 2.8 3.7 1.9 deepHinduKush
73.084 38.282 123.00 2.7 3.3 1.9 deepPamir
69.442 36.184 123.02 2.8 10.4 1.9 deepHinduKush
71.256 36.388 123.03 3.5 9.5 1.9 deepHinduKush
74.782 38.212 123.05 2.8 5.3 - deepPamir
71.830 37.337 123.08 2.5 2.8 1.9 deepPamir
71.916 37.465 123.09 2.8 4.8 1.9 deepPamir
70.971 36.363 123.13 3.5 3.0 1.9 deepHinduKush
71.117 36.304 123.13 2.9 8.4 1.9 deepHinduKush
70.784 36.390 123.14 2.9 4.0 1.9 deepHinduKush
72.435 37.913 123.14 3.1 2.2 1.9 deepPamir
72.203 37.690 123.19 3.0 3.8 1.9 deepPamir
71.775 37.330 123.22 3.6 2.8 1.9 deepPamir
72.272 37.711 123.24 2.9 4.8 1.9 deepPamir
73.309 38.322 123.27 2.8 2.7 1.9 deepPamir
73.181 38.259 123.28 2.7 3.5 1.9 deepPamir
71.047 36.540 123.30 2.3 4.9 1.9 deepHinduKush
71.144 36.350 123.31 4.3 6.2 1.9 deepHinduKush
72.368 37.818 123.32 2.5 3.5 1.9 deepPamir
73.811 38.469 123.32 2.2 5.4 1.9 deepPamir
70.745 36.330 123.37 2.3 4.7 1.9 deepHinduKush
72.277 37.598 123.40 3.3 5.7 1.9 deepPamir
71.783 37.256 123.41 3.8 2.3 1.9 deepPamir
73.764 38.431 123.41 2.3 3.0 1.9 deepPamir
68.966 36.136 123.43 3.5 3.8 1.9 deepHinduKush
73.750 38.413 123.48 4.5 2.8 1.9 deepPamir
71.722 37.253 123.49 2.4 4.7 1.9 deepPamir
72.446 37.835 123.49 2.9 2.3 1.9 deepPamir
71.982 37.536 123.53 2.9 4.9 1.9 deepPamir
71.764 37.278 123.58 2.4 7.1 1.9 deepPamir
71.809 37.189 123.58 2.7 5.1 1.9 deepPamir
73.487 38.437 123.64 2.7 3.4 1.9 deepPamir
71.787 37.311 123.66 2.3 3.8 1.9 deepPamir
73.696 38.420 123.66 3.5 2.7 1.9 deepPamir
69.086 36.132 123.69 3.3 3.4 1.9 deepHinduKush
72.199 37.661 123.69 2.5 4.8 1.9 deepPamir
71.687 37.615 123.73 2.7 12.9 - deepPamir
71.714 37.218 123.76 2.7 2.8 1.9 deepPamir
70.655 36.344 123.77 2.6 5.9 1.9 deepHinduKush
72.293 37.747 123.78 2.3 7.1 1.9 deepPamir
73.510 38.408 123.78 4.3 1.7 1.9 deepPamir
71.293 36.483 123.79 3.5 3.2 1.9 deepHinduKush
70.942 36.405 123.84 3.0 4.2 1.9 deepHinduKush
73.938 38.460 123.89 3.2 19.4 - deepPamir
70.716 36.357 123.91 2.8 15.7 1.9 deepHinduKush
71.002 36.236 123.92 4.0 7.8 1.9 deepHinduKush
70.919 36.353 123.95 3.3 3.5 1.9 deepHinduKush
71.825 37.331 123.95 3.0 3.3 1.9 deepPamir
72.262 37.538 123.96 2.2 3.6 1.9 deepPamir
73.528 38.368 123.97 1.9 7.7 - deepPamir
72.183 37.688 124.05 3.6 2.4 1.9 deepPamir
72.197 37.730 124.08 4.1 4.0 1.9 deepPamir
71.754 37.210 124.12 2.7 3.5 1.9 deepPamir
69.531 36.249 124.13 2.7 6.3 1.9 deepHinduKush
71.685 37.223 124.14 2.6 4.8 1.9 deepPamir
72.537 37.864 124.16 3.1 2.7 1.9 deepPamir
70.490 36.339 124.17 2.9 2.9 1.9 deepHinduKush
71.738 37.256 124.24 2.4 5.2 1.9 deepPamir
71.136 36.414 124.25 3.0 3.5 1.9 deepHinduKush
71.738 37.338 124.28 3.2 2.6 1.9 deepPamir
72.283 37.559 124.31 2.6 5.2 1.9 deepPamir
72.024 37.580 124.33 2.3 7.0 1.9 deepPamir
72.204 37.624 124.34 2.6 3.1 1.9 deepPamir
73.754 38.354 124.35 4.0 2.2 1.9 deepPamir
70.758 36.357 124.39 4.0 2.9 1.9 deepHinduKush
71.289 36.454 124.39 3.7 5.3 1.9 deepHinduKush
71.844 37.381 124.42 3.3 4.9 1.9 deepPamir
71.862 37.365 124.43 3.5 3.3 1.9 deepPamir
71.753 37.333 124.45 2.8 3.1 1.9 deepPamir
73.770 38.410 124.45 4.2 2.5 1.9 deepPamir
75.359 38.343 124.46 3.6 4.7 1.9 deepPamir
71.870 37.392 124.49 3.5 5.5 1.9 deepPamir
70.872 36.448 124.52 3.9 2.4 1.9 deepHinduKush
71.045 36.499 124.54 3.4 6.4 1.9 deepHinduKush
72.089 37.649 124.55 3.1 4.0 1.9 deepPamir
70.639 36.346 124.64 3.1 3.7 1.9 deepHinduKush
72.196 37.715 124.66 3.0 3.5 1.9 deepPamir
69.452 36.280 124.67 3.1 4.1 1.9 deepHinduKush
70.903 36.412 124.67 3.5 3.5 1.9 deepHinduKush
73.513 38.408 124.67 3.6 2.7 1.9 deepPamir
71.743 37.346 124.82 2.8 3.9 1.9 deepPamir
71.106 36.434 124.83 3.5 4.2 1.9 deepHinduKush
71.803 37.382 124.83 3.5 4.4 1.9 deepPamir
70.547 36.437 124.84 2.7 4.0 1.9 deepHinduKush
72.720 37.928 124.84 2.6 4.6 1.9 deepPamir
73.513 38.405 124.84 4.6 1.6 1.9 deepPamir
70.998 36.346 124.86 2.8 7.1 1.9 deepHinduKush
69.450 36.196 124.87 2.7 3.3 1.9 deepHinduKush
72.087 37.639 124.88 3.2 2.7 1.9 deepPamir
70.570 36.328 124.90 3.0 2.8 1.9 deepHinduKush
72.442 37.864 124.93 2.9 2.5 1.9 deepPamir
71.985 37.513 125.00 2.4 4.6 1.9 deepPamir
72.251 37.723 125.01 3.6 2.5 1.9 deepPamir
72.368 37.846 125.01 3.2 2.2 1.9 deepPamir
72.371 37.875 125.01 3.0 7.5 1.9 deepPamir
71.065 36.587 125.02 2.8 4.7 1.9 deepHinduKush
71.726 37.272 125.02 3.7 3.6 1.9 deepPamir
69.461 36.186 125.03 3.4 3.1 1.9 deepHinduKush
71.944 37.310 125.05 2.5 5.6 1.9 deepPamir
72.972 38.181 125.10 3.6 2.8 - deepPamir
71.860 37.369 125.11 2.5 5.0 1.9 deepPamir
72.496 37.904 125.13 2.8 2.8 1.9 deepPamir
70.654 36.335 125.14 3.2 4.3 1.9 deepHinduKush
71.068 36.492 125.17 4.3 4.5 1.9 deepHinduKush
73.196 38.265 125.17 2.4 4.0 1.9 deepPamir
71.805 37.174 125.18 3.1 5.5 1.9 deepPamir
72.307 37.820 125.19 3.5 2.2 1.9 deepPamir
71.390 36.377 125.30 3.6 7.5 1.9 deepHinduKush
71.878 37.510 125.37 2.9 5.3 1.9 deepPamir
71.863 37.356 125.42 3.9 2.7 1.9 deepPamir
71.867 37.366 125.46 2.7 3.7 1.9 deepPamir
71.281 36.472 125.47 2.7 5.6 1.9 deepHinduKush
71.965 37.238 125.52 4.0 3.9 1.9 deepPamir
70.342 36.120 125.55 2.8 8.5 - deepHinduKush
71.805 37.173 125.55 3.3 3.6 1.9 deepPamir
72.638 37.898 125.55 2.3 2.8 1.9 deepPamir
73.247 38.468 125.56 3.8 12.3 - deepPamir
71.739 37.330 125.59 2.6 3.6 1.9 deepPamir
70.777 36.526 125.60 3.2 3.2 1.9 deepHinduKush
69.265 36.134 125.62 3.5 4.4 - deepHinduKush
71.737 37.186 125.63 3.1 3.4 1.9 deepPamir
71.782 37.168 125.66 3.1 3.0 1.9 deepPamir
72.083 37.627 125.66 2.9 3.9 1.9 deepPamir
71.838 37.322 125.67 3.0 4.4 1.9 deepPamir
70.836 36.340 125.69 3.5 5.9 1.9 deepHinduKush
72.406 37.896 125.70 2.6 4.1 1.9 deepPamir
72.494 37.860 125.70 4.3 2.0 1.9 deepPamir
72.017 37.412 125.71 3.2 4.5 1.9 deepPamir
71.901 37.392 125.73 2.4 4.6 1.9 deepPamir
71.229 36.517 125.75 3.2 3.2 1.9 deepHinduKush
71.997 37.575 125.75 2.9 4.9 1.9 deepPamir
71.843 37.256 125.76 3.8 3.7 1.9 deepPamir
71.296 36.450 125.77 2.9 5.6 1.9 deepHinduKush
72.453 37.856 125.77 2.5 2.6 1.9 deepPamir
71.252 36.410 125.79 3.8 6.2 1.9 deepHinduKush
71.800 37.289 125.82 2.9 4.3 1.9 deepPamir
72.724 37.912 125.83 2.4 5.1 1.9 deepPamir
70.917 36.407 125.84 3.1 2.7 1.9 deepHinduKush
71.805 37.170 125.86 3.1 3.8 1.9 deepPamir
72.470 37.948 125.88 4.3 4.3 1.9 deepPamir
72.065 37.549 125.89 3.9 4.4 1.9 deepPamir
72.085 37.667 125.89 3.4 4.6 1.9 deepPamir
70.863 36.506 125.91 3.1 5.5 1.9 deepHinduKush
71.838 37.339 125.94 2.7 4.8 1.9 deepPamir
70.558 36.342 125.96 3.0 2.9 1.9 deepHinduKush
72.457 37.908 125.96 3.2 3.1 1.9 deepPamir
71.238 36.523 125.97 2.8 4.8 1.9 deepHinduKush
73.610 38.361 125.97 2.9 3.1 1.9 deepPamir
71.425 36.617 126.03 3.1 4.5 1.9 deepHinduKush
71.825 37.353 126.03 2.8 2.9 1.9 deepPamir
75.326 38.340 126.03 2.7 6.7 1.9 deepPamir
71.782 37.328 126.11 2.5 3.3 1.9 deepPamir
72.112 37.646 126.12 3.3 2.7 1.9 deepPamir
71.838 37.309 126.15 2.3 4.0 1.9 deepPamir
71.844 37.327 126.16 2.7 2.8 1.9 deepPamir
72.397 37.912 126.16 3.0 5.4 1.9 deepPamir
75.398 38.397 126.16 4.1 4.3 1.9 deepPamir
69.646 36.238 126.17 3.9 3.3 1.9 deepHinduKush
70.590 36.358 126.20 2.8 3.0 1.9 deepHinduKush
70.634 36.399 126.20 2.8 4.3 1.9 deepHinduKush
69.484 36.279 126.22 3.3 4.0 1.9 deepHinduKush
71.926 37.522 126.25 3.2 3.1 1.9 deepPamir
71.730 37.226 126.27 3.5 3.1 1.9 deepPamir
74.184 38.483 126.28 5.7 13.7 - deepPamir
71.243 36.428 126.29 2.9 3.3 1.9 deepHinduKush
70.994 36.443 126.30 3.3 4.1 1.9 deepHinduKush
72.174 37.673 126.32 2.1 3.4 1.9 deepPamir
72.081 37.565 126.39 3.0 4.1 1.9 deepPamir
71.081 36.483 126.53 2.7 11.9 1.9 deepHinduKush
72.608 37.894 126.57 2.7 3.3 1.9 deepPamir
71.826 37.316 126.58 2.5 4.6 1.9 deepPamir
71.892 37.361 126.59 2.9 3.9 1.9 deepPamir
71.000 36.519 126.62 3.2 5.8 1.9 deepHinduKush
70.893 36.795 126.64 3.0 6.9 - deepHinduKush
71.130 36.266 126.70 3.4 6.4 1.9 deepHinduKush
70.890 36.345 126.71 3.1 7.7 1.9 deepHinduKush
72.371 37.909 126.73 4.6 4.6 1.9 deepPamir
72.329 37.820 126.74 2.6 5.6 1.9 deepPamir
71.025 36.596 126.75 3.0 9.1 - deepHinduKush
72.076 37.544 126.84 2.9 5.2 1.9 deepPamir
69.842 36.298 126.85 4.3 4.5 1.9 deepHinduKush
72.569 37.861 126.86 2.9 2.6 1.9 deepPamir
71.230 36.696 126.87 2.8 9.7 - deepHinduKush
71.324 36.381 126.87 3.6 9.2 1.9 deepHinduKush
71.799 37.348 126.95 2.4 4.4 1.9 deepPamir
71.876 37.363 126.95 4.6 2.2 1.9 deepPamir
71.869 37.371 126.98 3.6 3.3 1.9 deepPamir
71.911 37.351 126.99 3.7 2.9 1.9 deepPamir
72.187 37.640 127.00 2.9 3.1 1.9 deepPamir
70.544 36.357 127.04 3.3 4.5 1.9 deepHinduKush
71.784 37.150 127.04 5.5 4.1 1.9 deepPamir
70.480 36.332 127.05 3.3 3.0 1.9 deepHinduKush
71.954 37.474 127.11 3.3 2.7 1.9 deepPamir
71.136 36.511 127.16 3.5 3.3 1.9 deepHinduKush
69.699 36.366 127.20 2.8 6.4 1.9 deepHinduKush
71.815 37.296 127.22 3.0 3.3 1.9 deepPamir
69.277 36.171 127.25 3.6 15.4 - deepHinduKush
70.875 36.379 127.28 2.5 7.3 1.9 deepHinduKush
72.602 37.952 127.28 2.7 3.4 1.9 deepPamir
70.710 36.477 127.29 3.6 2.5 1.9 deepHinduKush
71.957 37.418 127.31 2.4 3.9 1.9 deepPamir
74.150 38.459 127.32 2.5 4.2 - deepPamir
71.215 36.414 127.33 2.7 4.5 1.9 deepHinduKush
71.990 37.401 127.34 2.2 5.9 1.9 deepPamir
71.845 37.314 127.36 4.2 3.2 1.9 deepPamir
71.030 36.499 127.38 2.9 5.6 1.9 deepHinduKush
71.918 37.391 127.38 2.2 8.1 1.9 deepPamir
71.895 37.367 127.39 3.1 3.7 1.9 deepPamir
69.865 36.281 127.40 3.3 7.3 1.9 deepHinduKush
70.675 36.346 127.47 3.1 6.0 1.9 deepHinduKush
73.870 38.399 127.48 3.5 1.9 1.9 deepPamir
71.928 37.294 127.51 3.3 3.0 1.9 deepPamir
